1,1,4.0,964982703
1,3,4.0,964981247
1,70,3.0,964982400
1,101,5.0,964980868
1,110,4.0,964982176
1,151,5.0,964984041
1,157,5.0,964984100
1,163,5.0,964983650
1,216,5.0,964981208
1,223,3.0,964980985
1,235,4.0,964980908
1,296,3.0,964982967
1,316,3.0,964982310
1,333,5.0,964981179
1,349,4.0,964982563
1,356,4.0,964980962
1,441,4.0,964980868
1,480,4.0,964982346
1,500,3.0,964981208
1,527,5.0,964984002
1,543,4.0,964981179
1,553,5.0,964984153
1,590,4.0,964982546
1,608,5.0,964982931
1,648,3.0,964982563
1,661,5.0,964982838
1,673,3.0,964981775
1,804,4.0,964980499
1,923,5.0,964981529
1,954,5.0,964983219
1,1023,5.0,964982681
1,1029,5.0,964982855
1,1031,5.0,964982653
1,1042,4.0,964981179
1,1073,5.0,964981680
1,1089,5.0,964982951
1,1090,4.0,964984018
1,1092,5.0,964983484
1,1097,5.0,964981680
1,1136,5.0,964981327
1,1208,4.0,964983250
1,1214,4.0,964981855
1,1222,5.0,964981909
1,1256,5.0,964981442
1,1265,4.0,964983599
1,1270,5.0,964983705
1,1275,5.0,964982290
1,1278,5.0,964983414
1,1282,5.0,964982703
1,1291,5.0,964981909
1,1298,5.0,964984086
1,1377,3.0,964982653
1,1396,3.0,964983017
1,1445,3.0,964984112
1,1473,4.0,964980875
1,1500,4.0,964980985
1,1517,5.0,964981107
1,1552,4.0,964982620
1,1573,5.0,964982290
1,1617,5.0,964982951
1,1620,4.0,964983056
1,1644,3.0,964983536
1,1676,3.0,964982620
1,1805,4.0,964983056
1,1920,4.0,964981780
1,1954,5.0,964982176
1,2000,4.0,964982211
1,2012,4.0,964984176
1,2018,5.0,964980523
1,2028,4.0,964981888
1,2046,4.0,964982563
1,2054,4.0,964981747
1,2093,3.0,964981710
1,2099,4.0,964982588
1,2105,4.0,964981725
1,2115,5.0,964982529
1,2174,4.0,964981680
1,2193,4.0,964981710
1,2253,2.0,964981775
1,2273,4.0,964982310
1,2291,5.0,964983664
1,2329,5.0,964983263
1,2338,2.0,964983546
1,2353,5.0,964983861
1,2387,5.0,964983123
1,2395,5.0,964981093
1,2406,4.0,964982310
1,2414,3.0,964982513
1,2450,4.0,964982620
1,2470,5.0,964982588
1,2478,4.0,964984169
1,2492,4.0,965719662
1,2502,5.0,964981278
1,2528,3.0,964982328
1,2580,5.0,964983000
1,2616,4.0,964983080
1,2628,4.0,964980523
1,2641,5.0,964982620
1,2797,4.0,964981710
1,2858,5.0,964980868
1,2872,5.0,964981680
1,2947,5.0,964982176
1,2948,5.0,964982191
1,2949,5.0,964981888
1,2959,5.0,964983282
1,2991,5.0,964982271
1,2993,5.0,964982242
1,2997,4.0,964980896
1,3033,5.0,964983762
1,3052,5.0,964981208
1,3168,4.0,964982495
1,3243,3.0,964981093
1,3247,3.0,964983108
1,3253,5.0,964981107
1,3273,5.0,964983536
1,3386,5.0,964983484
1,3439,4.0,964981799
1,3440,4.0,964981799
1,3448,5.0,964984054
1,3450,5.0,964981144
1,3479,4.0,964981725
1,3489,4.0,964981775
1,3527,4.0,964982271
1,3578,5.0,964980668
1,3617,4.0,964980683
1,3671,5.0,964981589
1,3702,5.0,964983737
1,3740,4.0,964982417
1,3793,5.0,964981855
1,3809,4.0,964981220
2,333,4.0,1445715029
2,1704,4.5,1445715228
2,3578,4.0,1445714885
2,6874,4.0,1445714952
2,8798,3.5,1445714960
2,46970,4.0,1445715013
2,60756,5.0,1445714980
2,68157,4.5,1445715154
2,71535,3.0,1445714974
2,74458,4.0,1445714926
2,77455,3.0,1445714941
2,79132,4.0,1445714841
2,80906,5.0,1445715172
2,86345,4.0,1445715166
2,89774,5.0,1445715189
2,99114,3.5,1445714874
2,109487,3.0,1445715145
2,114060,2.0,1445715276
2,115713,3.5,1445714854
2,122882,5.0,1445715272
2,131724,5.0,1445714851
3,31,0.5,1306463578
3,527,0.5,1306464275
3,647,0.5,1306463619
3,688,0.5,1306464228
3,849,5.0,1306463611
3,914,0.5,1306463567
3,1124,0.5,1306464216
3,1272,0.5,1306463624
3,1275,3.5,1306463323
3,1302,0.5,1306464189
3,1371,3.0,1306463561
3,2018,0.5,1306464175
3,2080,0.5,1306463572
3,2105,2.0,1306463559
3,2424,0.5,1306464293
3,2851,5.0,1306463925
3,3210,0.5,1306463638
3,3949,0.5,1306464245
3,4518,5.0,1306463770
3,5048,0.5,1306464284
3,5181,5.0,1306463718
3,5764,4.5,1306464021
3,5919,5.0,1306463825
3,6238,0.5,1306464204
3,7991,5.0,1306463684
3,70946,5.0,1306463815
3,72378,0.5,1306464164
4,21,3.0,986935199
4,45,3.0,986935047
4,52,3.0,964622786
4,162,5.0,945078571
4,171,3.0,945078428
4,176,5.0,964622565
4,215,5.0,945079078
4,222,1.0,945629040
4,235,2.0,945173513
4,247,3.0,986848894
4,296,1.0,945173350
4,319,5.0,945079182
4,342,5.0,964538500
4,348,4.0,964622786
4,351,3.0,986934901
4,357,3.0,964623306
4,368,4.0,945078690
4,417,2.0,945078467
4,441,1.0,986934915
4,450,2.0,986848828
4,475,5.0,945174290
4,492,5.0,945079872
4,538,5.0,945078636
4,539,1.0,964538832
4,553,2.0,945079301
4,608,5.0,964540008
4,648,3.0,945079906
4,759,3.0,945078601
4,800,4.0,945079106
4,892,4.0,964622714
4,899,4.0,945079653
4,902,4.0,945078446
4,908,5.0,945173902
4,910,5.0,945173989
4,912,5.0,945173902
4,914,5.0,945079670
4,920,5.0,945173602
4,1046,5.0,945173654
4,1057,3.0,964540578
4,1073,4.0,945079483
4,1077,5.0,945173692
4,1084,5.0,945079259
4,1086,5.0,964539723
4,1103,5.0,964539723
4,1136,5.0,986934625
4,1188,5.0,964538500
4,1199,2.0,945078967
4,1225,4.0,964539326
4,1259,4.0,964538728
4,1265,4.0,964622684
4,1279,2.0,986934832
4,1282,5.0,945079653
4,1288,4.0,945079653
4,1291,4.0,964538763
4,1304,3.0,945078467
4,1391,1.0,945173766
4,1449,5.0,945079767
4,1466,4.0,945173492
4,1500,4.0,964622830
4,1517,4.0,945079790
4,1597,1.0,945079906
4,1617,2.0,945079837
4,1704,1.0,945629015
4,1733,5.0,945079143
4,1883,4.0,964622642
4,1895,4.0,945629179
4,1907,3.0,964540505
4,1914,4.0,964622714
4,1923,3.0,986934870
4,1947,5.0,945079653
4,1966,2.0,964622684
4,2076,4.0,945079052
4,2145,3.0,986935328
4,2174,5.0,964539855
4,2186,5.0,945174008
4,2203,4.0,945079729
4,2204,5.0,964540008
4,2282,1.0,945629238
4,2336,2.0,964538964
4,2390,5.0,945079164
4,2395,3.0,964623306
4,2406,4.0,986935302
4,2583,5.0,945078863
4,2628,1.0,986848894
4,2683,4.0,945079790
4,2712,2.0,945078542
4,2770,2.0,945173553
4,2791,5.0,964539628
