user_id,game_name,game_id,rating
151603712.0,Spore,17390.0,5.0
151603712.0,Fallout New Vegas,22380.0,5.0
151603712.0,Left 4 Dead 2,550.0,4.0
151603712.0,HuniePop,339800.0,4.0
151603712.0,Path of Exile,238960.0,4.0
151603712.0,Poly Bridge,367450.0,4.0
151603712.0,Team Fortress 2,440.0,3.0
151603712.0,Tomb Raider,203160.0,3.0
151603712.0,The Banner Saga,237990.0,2.0
151603712.0,Grand Theft Auto IV,12210.0,2.0
151603712.0,Realm of the Mad God,200210.0,2.0
151603712.0,Eldevin,298160.0,2.0
151603712.0,Dota 2,570.0,2.0
151603712.0,BioShock,7670.0,2.0
151603712.0,Robocraft,301520.0,2.0
151603712.0,Alan Wake,108710.0,1.0
151603712.0,BioShock 2,8850.0,1.0
151603712.0,Fallout New Vegas Dead Money,72730.0,1.0
151603712.0,Fallout New Vegas Honest Hearts,72740.0,1.0
151603712.0,The Elder Scrolls V Skyrim - Dawnguard,22330.0,5.0
151603712.0,The Elder Scrolls V Skyrim - Hearthfire,22330.0,5.0
59945701.0,Ultra Street Fighter IV,45760.0,5.0
59945701.0,FINAL FANTASY XIII,292120.0,5.0
59945701.0,7 Days to Die,251570.0,4.0
59945701.0,Divekick,244730.0,4.0
59945701.0,FINAL FANTASY VII,39140.0,3.0
59945701.0,Killing Floor,1250.0,3.0
59945701.0,Company of Heroes,228200.0,3.0
59945701.0,Bastion,107100.0,3.0
59945701.0,Undertale,391540.0,3.0
59945701.0,THE KING OF FIGHTERS XIII STEAM EDITION,222940.0,2.0
59945701.0,GUILTY GEAR XX ACCENT CORE PLUS R,348550.0,2.0
59945701.0,Skullgirls,245170.0,2.0
59945701.0,Team Fortress 2,440.0,2.0
59945701.0,Left 4 Dead 2,550.0,1.0
59945701.0,Psychonauts,3830.0,1.0
59945701.0,Company of Heroes 2,231430.0,1.0
59945701.0,Fallout New Vegas,22380.0,1.0
59945701.0,Fallout New Vegas Honest Hearts,72740.0,1.0
59945701.0,Magicka,42910.0,1.0
59945701.0,Magicka Vietnam,42918.0,1.0
59945701.0,Natural Selection 2,4920.0,1.0
59945701.0,Sanctum,91600.0,1.0
59945701.0,Sanctum 2,210770.0,1.0
59945701.0,Serious Sam 3 BFE,567670.0,1.0
53875128.0,Grand Theft Auto V,12210.0,5.0
53875128.0,Insurgency,222880.0,5.0
53875128.0,Left 4 Dead 2,550.0,5.0
53875128.0,METAL GEAR SOLID V THE PHANTOM PAIN,287700.0,5.0
53875128.0,Saints Row The Third,55230.0,5.0
53875128.0,Far Cry 3,220240.0,5.0
53875128.0,Rocket League,252950.0,5.0
53875128.0,Far Cry 4,298110.0,5.0
53875128.0,Prototype,10150.0,5.0
53875128.0,Space Pirates and Zombies,107200.0,5.0
53875128.0,Dying Light,239140.0,5.0
53875128.0,Just Cause 2,8190.0,5.0
53875128.0,Mad Max,234140.0,5.0
53875128.0,Portal 2,620.0,5.0
53875128.0,Deus Ex Human Revolution,238010.0,5.0
53875128.0,RUNNING WITH RIFLES,270150.0,5.0
53875128.0,Tropico 4,57690.0,5.0
53875128.0,Dust An Elysian Tail,236090.0,5.0
53875128.0,South Park The Stick of Truth,213670.0,5.0
53875128.0,Sleeping Dogs,215246.0,4.0
53875128.0,DayZ,221100.0,4.0
53875128.0,Reassembly,329130.0,4.0
53875128.0,The Talos Principle,257510.0,4.0
53875128.0,Age of Empires II HD Edition,105450.0,4.0
53875128.0,Gunpoint,206190.0,4.0
53875128.0,Rebuild 3 Gangs of Deadsville,257170.0,4.0
53875128.0,Fallout New Vegas,22380.0,4.0
53875128.0,Ori and the Blind Forest,387290.0,4.0
53875128.0,Far Cry 3 Blood Dragon,233270.0,4.0
53875128.0,Burnout Paradise The Ultimate Box,24740.0,4.0
53875128.0,PROTOTYPE 2,115320.0,4.0
53875128.0,Sniper Elite 3,238090.0,4.0
53875128.0,Gratuitous Space Battles,41800.0,3.0
53875128.0,From Dust,33460.0,3.0
53875128.0,Rivals of Aether,383980.0,3.0
53875128.0,Rise of Nations Extended Edition,287450.0,3.0
53875128.0,Nidhogg,94400.0,3.0
53875128.0,Spec Ops The Line,50300.0,3.0
53875128.0,Dishonored,205100.0,3.0
53875128.0,Wolfenstein The New Order,201810.0,3.0
53875128.0,Distance,233610.0,3.0
53875128.0,Miasmata,223510.0,3.0
53875128.0,Hotline Miami,219150.0,3.0
53875128.0,NOT A HERO,274270.0,3.0
53875128.0,Crypt of the NecroDancer,247080.0,3.0
53875128.0,Portal,400.0,3.0
53875128.0,SteamWorld Dig,252410.0,3.0
53875128.0,Kairo,233230.0,3.0
53875128.0,The Binding of Isaac,113200.0,3.0
53875128.0,Starpoint Gemini 2,236150.0,2.0
53875128.0,The Vanishing of Ethan Carter,258520.0,2.0
53875128.0,Goat Simulator,265930.0,2.0
53875128.0,Mass Effect,17460.0,2.0
53875128.0,Arma 2 Operation Arrowhead,33930.0,2.0
53875128.0,Banished,242920.0,2.0
53875128.0,Sonic Adventure 2 ,213610.0,2.0
53875128.0,HOARD,63000.0,2.0
53875128.0,Sunless Sea,304650.0,2.0
53875128.0,Mark of the Ninja,860950.0,2.0
53875128.0,Creeper World 3 Arc Eternal,280220.0,2.0
53875128.0,Turbo Dismount,263760.0,2.0
53875128.0,Grow Home,323320.0,2.0
